cc,pc,place_name,admin_name1,admin_code1,admin_name2,admin_code2,admin_name3,admin_code3,latitude,longitude,accuracy
JP,963-8012,Sakuta,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4043,140.3771,1
JP,963-8013,Shimmeicho,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4,140.4667,1
JP,963-8014,Toramarumachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4,140.4667,1
JP,963-8015,Hosonumamachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4,140.4667,1
JP,963-8016,Toyotamachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4129,140.295,4
JP,963-8017,Choja,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4007,140.3684,1
JP,963-8018,Momomidai,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4,140.4667,1
JP,963-8021,Sakuragi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4099,140.3706,1
JP,963-8022,Nishinochi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4067,140.368,1
JP,963-8023,Midorimachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8024,Asahi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4036,140.3604,1
JP,963-8025,Kuwano,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.403,140.3549,1
JP,963-8026,Namiki,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8031,Kamikameda,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8032,Shimokameda,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8033,Kameda,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4039,140.3462,1
JP,963-8034,Shima,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3978,140.3464,1
JP,963-8035,Kibogaoka,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8036,Unememachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8037,Haranaka,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8038,Kuwano Kitamachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8039,Kosekiyaji,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8041,Tomitamachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5419,140.1367,1
JP,963-8042,Fudomae,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5419,140.1367,1
JP,963-8043,Nagoda,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5419,140.1367,1
JP,963-8044,Bizendate,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5419,140.1367,1
JP,963-8045,Arayashiki,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4129,140.295,4
JP,963-8046,Machihigashi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5419,140.1367,1
JP,963-8051,Fukuyamamachi Yatsuyamada,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8052,Yatsuyamada,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8061,Fukuyamamachi Fukuhara,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4205,140.3986,4
JP,963-8071,Fukuyamamachi Kubota,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4761,140.3175,1
JP,963-8801,Mukaigawaramachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4016,140.3936,4
JP,963-8802,Yashimamachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4016,140.3936,1
JP,963-8803,Yokozuka,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3967,140.4018,1
JP,963-8804,Kitabatake,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4016,140.3936,1
JP,963-8805,Furuyashiki,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4016,140.3936,1
JP,963-8806,Shimotateno,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4016,140.3936,1
JP,963-8807,Sanora,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4016,140.3936,1
JP,963-8811,Hohatcho,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3929,140.3916,1
JP,963-8812,Matsukicho,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8813,Haga,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3906,140.3974,1
JP,963-8814,Ishibuchimachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8815,Suimommachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8816,Kaminoyama,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8817,Odairamachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8818,Jukkangawara,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8821,Hishidamachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.75,140.4667,1
JP,963-8822,Showa,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.385999999999996,140.3905,1
JP,963-8823,Furukawa,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4129,140.295,4
JP,963-8824,Doba,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.75,140.4667,1
JP,963-8825,Ishizuka,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.75,140.4667,1
JP,963-8826,Funabamukai,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.75,140.4667,1
JP,963-8827,Sotogawara,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.75,140.4667,1
JP,963-8828,Okawara,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.75,140.4667,1
JP,963-8829,Kayanoki,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.75,140.4667,1
JP,963-8831,Nanatsuikemachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8832,Yamanemachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8833,Kaguike,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3799,140.3719,1
JP,963-8834,Zukei,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3816,140.3775,1
JP,963-8835,Koharada,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3809,140.3841,1
JP,963-8836,Hassakuchi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8837,Yagihashi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8838,Fukadadai,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8841,Yamazaki,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.4129,140.295,4
JP,963-8842,Shiroshimizu,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.609,139.8264,1
JP,963-8843,Kawamukai,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.609,139.8264,1
JP,963-8844,Gasho,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.609,139.8264,1
JP,963-8845,Nagura,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.609,139.8264,1
JP,963-8846,Kurume,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.609,139.8264,1
JP,963-8851,Kaisei,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3928,140.3555,1
JP,963-8852,Daishin,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3913,140.345,1
JP,963-8861,Tsurumidan,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3927,140.3633,1
JP,963-8862,Saikon,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3857,140.3639,1
JP,963-8863,Saikonyashiki,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8864,Daihigashi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8865,Gohyakubuchinishi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8866,Kuwano Shimizudai,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8867,Gohyakubuchiyama,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8871,Motomachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3911,140.3836,1
JP,963-8871,Haremonda,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8872,Sakaemachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8873,Atagomachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8874,Fukazawa,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3888,140.3707,1
JP,963-8875,Ikenodai,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8876,Hayama,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.3953,140.3727,1
JP,963-8877,Domaemachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,963-8878,Tsutsumishitamachi,Fukushima Ken,8,Koriyama Shi,2112139.0,,,37.5869,140.2289,1
JP,970-0000,Ikanikeisaiganaibaai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0238,140.9474,1
JP,970-0101,Taira Shimokabeya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0667,140.95,4
JP,970-0102,Taira Shimoogoe,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0608,140.9473,1
JP,970-0103,Taira Fujima,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0608,140.9473,1
JP,970-0104,Taira Kamiogoe,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0608,140.9473,1
JP,970-0105,Taira Suginami,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0608,140.9473,1
JP,970-0106,Taira Yamazaki,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0608,140.9473,1
JP,970-0107,Taira Attame,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0549,140.9446,4
JP,970-0111,Taira Haragoya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0761,140.9466,1
JP,970-0112,Taira Izumizaki,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0761,140.9466,4
JP,970-0113,Taira Kinuya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0761,140.9466,1
JP,970-0114,Taira Mizushina,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0761,140.9466,1
JP,970-0115,Taira Kitakabeya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0761,140.9466,1
JP,970-0116,Taira Manome,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0761,140.9466,1
JP,970-0221,Taira Shimotakaku,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0288,140.9552,4
JP,970-0222,Taira Numanochi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0262,140.9454,1
JP,970-0222,Taira Numanochisuwahara,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0262,140.9454,1
JP,970-0223,Taira Usuiso,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0262,140.9454,1
JP,970-0224,Taira Toyoma,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0262,140.9454,1
JP,970-0225,Taira Kamiyamaguchi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0262,140.9454,1
JP,970-0226,Taira Shimoyamaguchi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0235,140.9357,4
JP,970-0227,Taira Tsurugai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0262,140.9454,1
JP,970-0228,Taira Kamiyasaku,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0262,140.9454,1
JP,970-0311,Ena,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0774,140.7866,4
JP,970-0312,Orito,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.9583,140.95,1
JP,970-0313,Nakanosaku,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9333,4
JP,970-0314,Yokodai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.9583,140.95,1
JP,970-0315,Nagasaki,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.9583,140.95,1
JP,970-0316,Onahama Shimokajiro,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.9583,140.95,1
JP,970-0317,Onahama Kamikajiro,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.9583,140.95,1
JP,970-1141,Yoshimamachi Aiya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1142,Yoshimamachi Imaniida,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1143,Yoshimamachi Oyasaku,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1144,Yoshimakogyodanchi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1145,Yoshimamachi Kitayoshima,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1146,Yoshimamachi Sakakigoya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1147,Yoshimamachi Ori,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1151,Yoshimamachi Shimoyoshima,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1152,Yoshimamachi Nakayoshima,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1153,Yoshimamachi Kamiyoshima,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1653,140.6905,1
JP,970-1261,Miwamachiwatado(Sonota),Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1468,140.7635,1
JP,970-1262,Miwamachi Kaminagai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1515,140.7511,4
JP,970-1263,Miwamachi Shimonagai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1422,140.7759,4
JP,970-1264,Miwamachi Godo,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1468,140.7635,1
JP,970-1361,Miwamachiwatado(Kawamae),Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1727,140.6613,1
JP,970-1371,Miwamachi Nakadera,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1318,140.7105,4
JP,970-1372,Miwamachi Shimoichigaya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1727,140.6613,1
JP,970-1373,Miwamachi Kamiichigaya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1507,140.6624,4
JP,970-1374,Miwamachi Kamimisaka,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1719,140.6212,4
JP,970-1375,Miwamachi Nakamisaka,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1974,140.642,4
JP,970-1376,Miwamachi Shimomisaka,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.2117,140.6702,4
JP,970-1377,Miwamachi Saiso,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.1727,140.6613,1
JP,970-8001,Taira Kamihirakubo,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0935,140.866,1
JP,970-8002,Taira Nakahirakubo,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0935,140.866,4
JP,970-8003,Taira Shimohirakubo,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0935,140.866,1
JP,970-8004,Taira Shimohirakubonakajimacho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0935,140.866,1
JP,970-8005,Taira Shimohirakubofurukawacho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0935,140.866,1
JP,970-8006,Taira Shimohirakuboyamadochimachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0935,140.866,1
JP,970-8007,Taira Nakahirakuboshimmachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0935,140.866,1
JP,970-8008,Taira Nakahirakubohosodamachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0935,140.866,1
JP,970-8011,Taira Kamikatayose,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8012,Taira Shimokatayose,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8013,Taira Omuro,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8014,Taira Makunochi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8015,Yoshimamachi Kawanago,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8016,Taira Nakashio,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8017,Ishimori,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8018,Taira Yotsunami,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8021,Taira Nakakabeya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.065,140.9305,4
JP,970-8022,Taira Shio,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0579,140.9201,1
JP,970-8023,Taira Kamata,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0579,140.9201,1
JP,970-8024,Taira Kitashirado,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0579,140.9201,1
JP,970-8025,Taira Minamishirado,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.05,140.9167,4
JP,970-8026,Taira,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.05,140.9167,4
JP,970-8027,Taira Kujiraoka,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0579,140.9201,1
JP,970-8028,Taira Kamikabeya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0667,140.9167,4
JP,970-8031,Taira Nakayama,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8032,Taira Shimoarakawa,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8033,Jugaoka,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8034,Taira Kamiarakawa,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8035,Meijidanchi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8036,Taira Yagawase,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8041,Taira Koizumi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0093,140.9143,1
JP,970-8042,Taira Kamitakaku,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0093,140.9143,1
JP,970-8043,Chuodai Kashima,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0046,140.9167,4
JP,970-8044,Chuodai Iino,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0139,140.912,4
JP,970-8045,Satogaoka,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0093,140.9143,1
JP,970-8046,Taira Yoshinoya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0093,140.9143,1
JP,970-8047,Chuodai Takaku,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0093,140.9143,1
JP,970-8051,Taira Rokuchome,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8052,Taira Negimachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8053,Taira Shogatsumachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,970-8054,Taira Kamatamachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0491,140.9107,1
JP,971-8101,Onahama,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,4
JP,971-8102,Onahama Minatogaoka,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8111,Onahama Ohara,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8112,Onahama Minamitomioka,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8121,Onahama Iwade,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8122,Onahama Rinjo,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8123,Onahama Aikoshima,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8124,Onahama Sumiyoshi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8125,Onahama Shima,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8126,Onahama Noda,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8127,Onahama Tamagawamachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8131,Joban Kamiyadamachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8132,Kashimamachi Shimoyada,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8133,Kashimamachi Komoda,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8134,Kashimamachi Iida,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8135,Onahama Kanari,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8136,Joban Misawamachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8137,Joban Matsukusunemachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8138,Wakabadai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8139,Kashimamachi Kashima,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8141,Kashimamachi Hashirikuma,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8142,Kashimamachi Kamikuramochi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8143,Kashimamachi Shimokuramochi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8144,Kashimamachi Kubo,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8145,Kashimamachi Funado,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8146,Kashimamachi Miyo,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8151,Onahama Okaona,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8152,Shonandai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8161,Onahama Suwacho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8162,Onahama Hanabatakecho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8163,Onahama Nakachozakai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8164,Onahama Nishicho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8164,Onahama Teramawaricho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8165,Onahama Atagocho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8166,Onahama Atagoe,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8167,Onahama Nishikimigatsukacho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8168,Onahama Kimigatsukacho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8169,Onahama Minamikimigatsukacho,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8171,Izumigaoka,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8172,Izumi Tamatsuyu,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8181,Izumimachi Honya,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8182,Izumimachi Takijiri,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8183,Izumimachi Shimogawa,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8184,Izumimachi Kurosuno,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8185,Izumimachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8186,Izumimachi Tamatsuyu,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8187,Hayama,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,971-8188,Izumi Moegidai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,36.95,140.9,1
JP,972-0161,Tonomachi Katono,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0412,140.7232,1
JP,972-0162,Tonomachi Taki,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0412,140.7232,1
JP,972-0163,Tonomachi Negishi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0412,140.7232,1
JP,972-0164,Tonomachi Miyamada,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0412,140.7232,1
JP,972-0251,Tonomachi Iritono,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0412,140.7232,1
JP,972-0252,Tonomachi Kaminemoto,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0412,140.7232,4
JP,972-0253,Tonomachi Odaira,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0412,140.7232,1
JP,972-8301,Kusakidai,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0159,140.8428,1
JP,972-8311,Joban Mizunoyamachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0159,140.8428,1
JP,972-8312,Joban Shimofunaomachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0159,140.8428,1
JP,972-8313,Joban Iwagaokamachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0159,140.8428,1
JP,972-8314,Joban Madamamachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0159,140.8428,1
JP,972-8315,Joban Osamagomachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0159,140.8428,1
JP,972-8316,Joban Nishigomachi,Fukushima Ken,8,Iwaki Shi,2112535.0,,,37.0159,140.8428,1
